FAMID,AGEFAM,CRNTWG,RETAGE,SPENDING,FINCAP
4815,87.2,0,72,34974,209141
4816,33.4,73607,55,67881,450392
4817,80.4,0,73,23077,284950
4818,56.7,90182,60,54442,791483
4819,41.3,90606,63,74804,249533
4820,66.6,0,63,38560,660840
4821,35.9,77470,60,72967,271861
4822,68.8,0,55,76791,1319029
4823,59.4,117960,68,61151,245401
4824,44.8,28255,59,23439,152065
4825,66.1,52271,70,37910,526549
4826,39.5,32919,73,26265,-81166
4827,55,94055,65,68234,527207
4828,60.1,83653,65,56808,705399
4829,77.8,0,72,29114,294213
4830,94.3,0,71,30054,46386
4831,77.2,0,57,35849,410560
4832,70,0,65,56172,1011591
4833,53.3,130494,60,66833,614207
4834,53.4,111634,60,65590,673609
4835,54.1,74530,71,59851,277091
4836,54,92696,74,75758,204420
4837,47.8,67669,64,51356,147288
4838,87.4,0,61,60971,383915
4839,81.6,0,64,51852,475443
4840,87.9,0,72,44034,360832
4841,56.8,132597,71,70363,-113560
4842,46.5,63999,75,47786,-210899
4843,65.1,65123,71,30039,197576
4844,62.4,100863,66,49229,558242
4845,66.6,112623,68,70999,1081018
4846,48.8,47942,64,35110,106079
4847,76.1,0,73,65743,955118
4848,44.8,55483,65,48306,210800
4849,41.7,42599,65,33172,58289
4850,69,91066,72,49305,571252
4851,79.7,0,72,31565,367797
4852,78.3,0,65,60126,756743
4853,46.6,104054,61,76526,401438
4854,45.9,66470,60,55232,373796
4855,64.1,100251,66,50527,699761
4856,40.1,33046,66,27026,125505
4857,42.2,79270,74,66435,-246358
4858,46.2,83695,58,65749,645142
4859,68.1,0,66,74389,1316509
4860,49.6,41083,66,30365,192658
4861,82.5,0,73,45109,380455
4862,70.5,60782,72,37622,559035
4863,94.5,0,71,53652,73058
4864,40.1,42507,64,37774,143437
4865,76.5,0,68,56600,769139
4866,47.9,74377,60,52790,350778
4867,61.5,92342,64,58823,887390
4868,81,0,63,33764,469127
4869,37.1,46219,64,41983,65123
4870,93.3,0,74,25589,23391
4871,94.6,0,64,37202,-51678
4872,90.1,0,57,50630,346050
4873,87.2,0,59,62763,440362
4874,67.2,0,64,31877,544089
4875,37.8,48733,61,42404,105276
4876,73.8,0,67,70623,1055416
4877,68.3,0,57,38248,557243
4878,92.2,0,65,51060,168596
4879,89,0,61,21157,116859
4880,86.6,0,72,48035,272822
4881,55.3,45668,71,29343,-59783
4882,31.5,72308,58,69415,304717
4883,75.6,0,59,51182,688224
4884,83.8,0,59,62041,532990
4885,90,0,71,64897,286334
4886,73.4,126118,75,52430,509265
4887,68,81360,74,50465,432114
4888,30.7,78128,73,76704,-381558
4889,44.5,58986,61,40124,69659
4890,68.3,0,63,48521,746153
4891,33.3,78536,64,74908,52880
4892,56.5,81956,61,52364,740160
4893,58.2,71018,75,41602,-94230
4894,40.3,85413,60,70469,300238
4895,51.9,88561,68,64864,188519
4896,91.7,0,71,43538,163331
4897,38.1,59600,61,52085,268014
4898,40.7,24348,63,21244,62743
4899,60.9,0,59,27944,491924
4900,88.6,0,61,62111,368074
4901,50.6,49799,57,36769,519118
4902,44.3,37634,58,31401,319276
4903,42.8,95610,75,76468,-449862
4904,94.7,0,73,20319,5010
4905,57.2,64903,73,48349,166520
4906,75.7,0,63,44126,555226
4907,47.3,50100,73,41423,67677
4908,40.7,87298,61,74401,340013
4909,79.1,0,61,40175,555718
4910,39.1,39010,56,35968,277851
4911,42.2,50806,74,40272,-222813
4912,81.4,0,63,41325,441906
4913,63,0,61,73326,1362284
4914,76.9,0,65,47896,642481
4915,43.7,78651,68,62819,26671
4916,90.9,0,56,59559,264219
4917,76.1,0,74,71606,1053526
4918,72.9,75667,74,42700,499815
4919,68.4,74263,74,43871,330355
4920,59.5,36883,61,22580,413580
4921,67.4,0,60,37828,696062
4922,68.8,0,63,24015,361255
4923,31.4,53951,73,51803,-270748
4924,61.6,120395,64,65293,1006208
4925,61.2,57675,74,31171,-49261
4926,30.9,31753,59,30908,47124
4927,84.9,0,58,20169,199573
4928,30.7,34285,61,33300,15893
4929,40.8,90633,57,72115,574306
4930,30.5,53867,72,52691,-188069
4931,79.8,0,73,37983,395313
4932,63.2,84506,65,48866,801189
4933,72.3,0,58,63422,935075
4934,67.4,135191,68,64198,1037941
4935,44.9,77316,63,59106,196503
4936,90.2,0,65,52794,211825
4937,48,107067,67,72447,-32446
4938,33.2,79059,68,73001,-111181
4939,94.9,0,67,35253,-44885
4940,85.9,0,73,52182,377938
4941,79.5,0,67,66243,875750
4942,63,66985,65,35796,561272
4943,56.3,63796,73,46562,45103
4944,57.3,39047,59,23745,405008
4945,81.6,0,66,38727,414533
4946,51.1,85381,68,53118,3583
4947,54.9,85970,69,61327,245070
4948,94.4,0,69,65014,102229
4949,48,86200,67,57641,37912
4950,89.3,0,63,66251,356682
4951,81,0,69,37794,458697
4952,77.9,0,56,30054,425669
4953,75.6,0,72,64340,925913
4954,31.3,62161,73,60460,-247707
4955,85,0,72,36890,305844
4956,76.5,0,62,55339,691571
4957,62,41020,64,27523,400636
4958,67.5,95293,74,55769,462423
4959,74.8,0,68,55014,760706
4960,82.6,0,58,64311,609131
4961,49.8,70498,59,43344,348040
4962,94.7,0,58,28446,58135
4963,75.6,0,62,69434,889579
4964,68.5,0,61,46393,803390
4965,63.7,103118,67,51593,622114
4966,47.4,50122,65,37437,114166
4967,67.7,0,56,70490,1287476
4968,83.2,0,62,45671,523189
4969,67.7,0,67,21732,432699
4970,54,113147,58,73071,1165379
4971,74.8,0,66,78246,1105792
4972,55.7,65166,72,38077,-52949
4973,84.4,0,69,53636,474548
4974,53.8,49634,56,32396,530181
4975,37.3,68737,73,62356,-92560
4976,89.7,0,72,60425,181765
4977,93.9,0,59,23843,-45165
4978,55,55684,65,30970,246884
4979,87.4,0,67,54896,314095
4980,77.9,0,61,48829,655287
4981,67.5,0,58,22250,404382
4982,61.1,0,57,35980,680889
4983,71,0,58,35140,496298
4984,51.8,99805,56,70265,1129683
4985,93.5,0,64,26768,47334
4986,42.8,40582,69,30281,-114248
4987,67.9,64582,74,53096,560301
4988,34.3,81586,75,75319,-313096
4989,45.3,35291,71,26206,-90767
4990,45.4,73893,73,50753,-335428
4991,87.6,0,69,20665,194751
4992,91.5,0,67,40398,72911
4993,39.7,71177,63,62539,226468
4994,52.2,100961,62,58643,451272
4995,65.1,0,62,59917,1048066
4996,74,0,60,63401,980894
4997,53.6,106539,74,68156,-261310
4998,43.7,29796,70,26973,-10704
4999,43.7,91048,68,67899,-146919
5000,48.8,102460,58,72270,796744
